FID,BoroCT2010,Geo_NAME,Geo_QName,Geo_FIPS,Geo_SUMLEV,Geo_GEOCOMP,Geo_STATE,Geo_COUNTY,Geo_COUNTYSC,Geo_COUSUB,Geo_TRACT,SE_T001_001,SE_T002_001,SE_T002_002,SE_T002_006,SE_T02A_001,SE_T02A_002,SE_T02A_003,SE_T003_001,SE_T003_002,SE_T003_003,SE_T004_001,SE_T004_002,SE_T004_003,SE_T004_004,SE_T004_005,SE_T004_006,SE_T004_007,SE_T004_008,SE_T004_009,SE_T004_010,SE_T004_011,SE_T004_012,SE_T004_013,SE_T004_014,SE_T004_015,SE_T004_016,SE_T004_017,SE_T004_018,SE_T004_019,SE_T004_020,SE_T004_021,SE_T004_022,SE_T004_023,SE_T004_024,SE_T004_025,SE_T004_026,SE_T004_027,SE_T004A001,SE_T004A002,SE_T004A003,SE_T004A004,SE_T004A005,SE_T004A006,SE_T004A007,SE_T004A008,SE_T004A009,SE_T004A010,SE_T004A011,SE_T004A012,SE_T004A013,SE_T004A014,SE_T004A015,SE_T004A016,SE_T004A017,SE_T004A018,SE_T004A019,SE_T004A020,SE_T004A021,SE_T004A022,SE_T004A023,SE_T004A024,SE_T004A025,SE_T004B001,SE_T004B002,SE_T004B003,SE_T004B004,SE_T004B005,SE_T004B006,SE_T004B007,SE_T004B008,SE_T004B009,SE_T004B010,SE_T004B011,SE_T004B012,SE_T004B013,SE_T004B014,SE_T004B015,SE_T004B016,SE_T004B017,SE_T004B018,SE_T004B019,SE_T004B020,SE_T004B021,SE_T004B022,SE_T004B023,SE_T004B024,SE_T004B025,SE_T007_001,SE_T007_002,SE_T007_003,SE_T007_004,SE_T007_005,SE_T007_006,SE_T007_007,SE_T007_008,SE_T007_009,SE_T007_010,SE_T007_011,SE_T008_001,SE_T008_002,SE_T008_003,SE_T008_004,SE_T008_005,SE_T008_006,SE_T008_007,SE_T008_008,SE_T008_009,SE_T008_010,SE_T008_011,SE_T008_012,SE_T008_013,SE_T008A001,SE_T008A002,SE_T008A003,SE_T008A004,SE_T008A005,SE_T008A006,SE_T008A007,SE_T008A008,SE_T008A009,SE_T008A010,SE_T008A011,SE_T008A012,SE_T008B001,SE_T008B002,SE_T008B003,SE_T008B004,SE_T008B005,SE_T008B006,SE_T008B007,SE_T008B008,SE_T008B009,SE_T008B010,SE_T008B011,SE_T008B012,SE_T011_001,SE_T011_002,SE_T011_003,SE_T011_004,SE_T011_005,SE_T012_001,SE_T012_002,SE_T012_003,SE_T012_004,SE_T012_005,SE_T012_006,SE_T012_007,SE_T012_008,SE_T012_009,SE_T012_010,SE_T012_011,SE_T012_012,SE_T012_013,SE_T012_014,SE_T012_015,SE_T012_016,SE_T012_017,SE_T012_018,SE_T012_019,SE_T012_020,SE_T012_021,SE_T012_022,SE_T012_023,SE_T012_024,SE_T012A001,SE_T012A002,SE_T012A003,SE_T012A004,SE_T012A005,SE_T012A006,SE_T012A007,SE_T012A008,SE_T012A009,SE_T012A010,SE_T012A011,SE_T012A012,SE_T012A013,SE_T012A014,SE_T012A015,SE_T012A016,SE_T012A017,SE_T012A018,SE_T012A019,SE_T012A020,SE_T012A021,SE_T012A022,SE_T012A023,SE_T012B001,SE_T012B002,SE_T012B003,SE_T012B004,SE_T012B005,SE_T012B006,SE_T012B007,SE_T012B008,SE_T012B009,SE_T012B010,SE_T012B011,SE_T012B012,SE_T012B013,SE_T012B014,SE_T012B015,SE_T012B016,SE_T012B017,SE_T012B018,SE_T012B019,SE_T012B020,SE_T012B021,SE_T012B022,SE_T012B023,SE_T015_001,SE_T015_002,SE_T015_003,SE_T015_004,SE_T015_005,SE_T016_001,SE_T016_002,SE_T016_003,SE_T016_004,SE_T016_005,SE_T017_001,SE_T017_002,SE_T017_003,SE_T017_004,SE_T017_005,SE_T017_006,SE_T017_007,SE_T017_008,SE_T017_009,SE_T017_010,SE_T017_011,SE_T017_012,SE_T017_013,SE_T017_014,SE_T017_015,SE_T017_016,SE_T017_017,SE_T017_018,SE_T017_019,SE_T017_020,SE_T017_021,SE_T017_022,SE_T017_023,SE_T017_024,SE_T017A001,SE_T017A002
1555,1024302,Census Tract 243.02,"Census Tract 243.02, New York County, New York",36061024302,140,0,36,61,21,,24302,7370,7370,84012.8,0.087724731,0.1277712,0.08772473,0.04004652,7370,3127,4243,7370,3127,241,277,311,249,482,362,325,401,221,157,79,22,4243,237,302,318,245,462,477,543,638,432,331,174,84,7370,3127,241,518,829,1078,1560,1922,2247,2648,2869,3026,3105,4243,237,539,857,1102,1564,2041,2584,3222,3654,3985,4159,7370,3127,2886,2609,2298,2049,1567,1205,880,479,258,101,22,4243,4006,3704,3386,3141,2679,2202,1659,1021,589,258,84,7370,3127,1078,844,947,258,4243,1102,939,1613,589,7370,478,579,629,494,944,839,868,1039,653,488,253,106,7370,478,1057,1686,2180,3124,3963,4831,5870,6523,7011,7264,7370,6892,6313,5684,5190,4246,3407,2539,1500,847,359,106,7370,2180,1783,2560,847,7370,478,579,629,494,291,176,142,335,454,385,356,512,548,491,334,137,182,113,149,226,157,96,106,7370,478,1057,1686,2180,2471,2647,2789,3124,3578,3963,4319,4831,5379,5870,6204,6341,6523,6636,6785,7011,7168,7264,7370,6892,6313,5684,5190,4899,4723,4581,4246,3792,3407,3051,2539,1991,1500,1166,1029,847,734,585,359,202,106,3127,1078,844,947,258,4243,1102,939,1613,589,874,58,80,73,62,38,17,16,40,60,49,33,60,63,66,41,17,15,6,17,30,21,7,5,874,58
1556,5020100,Census Tract 201,"Census Tract 201, Richmond County, New York",36085020100,140,0,36,85,19,,20100,3572,3572,14727.46,0.24254012,0.2425401,0.2425401,0,3572,1785,1787,3572,1785,133,129,137,89,158,248,254,263,177,109,62,26,1787,115,111,116,82,138,256,263,268,201,123,87,27,3572,1785,133,262,399,488,646,894,1148,1411,1588,1697,1759,1787,115,226,342,424,562,818,1081,1349,1550,1673,1760,3572,1785,1652,1523,1386,1297,1139,891,637,374,197,88,26,1787,1672,1561,1445,1363,1225,969,706,438,237,114,27,3572,1785,488,406,694,197,1787,424,394,732,237,3572,248,240,253,171,296,504,517,531,378,232,149,53,3572,248,488,741,912,1208,1712,2229,2760,3138,3370,3519,3572,3324,3084,2831,2660,2364,1860,1343,812,434,202,53,3572,912,800,1426,434,3572,248,240,253,171,92,34,48,122,267,237,257,260,271,260,209,76,93,58,81,93,81,68,53,3572,248,488,741,912,1004,1038,1086,1208,1475,1712,1969,2229,2500,2760,2969,3045,3138,3196,3277,3370,3451,3519,3572,3324,3084,2831,2660,2568,2534,2486,2364,2097,1860,1603,1343,1072,812,603,527,434,376,295,202,121,53,1785,488,406,694,197,1787,424,394,732,237,2635,167,165,167,128,58,23,27,78,179,158,191,194,204,202,168,57,79,53,67,85,74,60,51,2635,167
1557,5024401,Census Tract 244.01,"Census Tract 244.01, Richmond County, New York",36085024401,140,0,36,85,19,,24401,5823,5823,7177.248,0.811313798,0.8852983,0.8113138,0.07398451,5823,2855,2968,5823,2855,167,207,235,133,277,297,438,482,337,163,93,26,2968,159,250,216,153,224,315,482,477,345,186,114,47,5823,2855,167,374,609,742,1019,1316,1754,2236,2573,2736,2829,2968,159,409,625,778,1002,1317,1799,2276,2621,2807,2921,5823,2855,2688,2481,2246,2113,1836,1539,1101,619,282,119,26,2968,2809,2559,2343,2190,1966,1651,1169,692,347,161,47,5823,2855,742,574,1257,282,2968,778,539,1304,347,5823,326,457,451,286,501,612,920,959,682,349,207,73,5823,326,783,1234,1520,2021,2633,3553,4512,5194,5543,5750,5823,5497,5040,4589,4303,3802,3190,2270,1311,629,280,73,5823,1520,1113,2561,629,5823,326,457,451,286,130,77,70,224,308,304,395,525,499,460,362,130,190,97,135,117,114,93,73,5823,326,783,1234,1520,1650,1727,1797,2021,2329,2633,3028,3553,4052,4512,4874,5004,5194,5291,5426,5543,5657,5750,5823,5497,5040,4589,4303,4173,4096,4026,3802,3494,3190,2795,2270,1771,1311,949,819,629,532,397,280,166,73,2855,742,574,1257,282,2968,778,539,1304,347,5499,303,432,427,267,120,72,62,207,286,282,372,496,472,441,344,129,179,91,132,113,109,92,71,5499,303
1558,2005902,Census Tract 59.02,"Census Tract 59.02, Bronx County, New York",36005005902,140,0,36,5,21,,5902,2582,2582,95119.11,0.027144913,0.02714491,0.02714491,0,2582,1199,1383,2582,1199,85,63,75,48,131,184,172,154,151,95,31,10,1383,87,57,100,49,130,189,178,197,212,129,29,26,2582,1199,85,148,223,271,402,586,758,912,1063,1158,1189,1383,87,144,244,293,423,612,790,987,1199,1328,1357,2582,1199,1114,1051,976,928,797,613,441,287,136,41,10,1383,1296,1239,1139,1090,960,771,593,396,184,55,26,2582,1199,271,315,477,136,1383,293,319,587,184,2582,172,120,175,97,261,373,350,351,363,224,60,36,2582,172,292,467,564,825,1198,1548,1899,2262,2486,2546,2582,2410,2290,2115,2018,1757,1384,1034,683,320,96,36,2582,564,634,1064,320,2582,172,120,175,97,65,43,41,112,179,194,159,191,177,174,193,64,106,67,58,99,35,25,36,2582,172,292,467,564,629,672,713,825,1004,1198,1357,1548,1725,1899,2092,2156,2262,2329,2387,2486,2521,2546,2582,2410,2290,2115,2018,1953,1910,1869,1757,1578,1384,1225,1034,857,683,490,426,320,253,195,96,61,36,1199,271,315,477,136,1383,293,319,587,184,521,32,27,28,17,14,1,11,24,37,41,34,31,33,30,39,11,21,15,18,20,9,12,16,521,32
1559,2006100,Census Tract 61,"Census Tract 61, Bronx County, New York",36005006100,140,0,36,5,21,,6100,3713,3713,39678.61,0.093576881,0.09357688,0.09357688,0,3713,1433,2280,3713,1433,70,68,69,63,112,172,159,179,197,162,124,58,2280,57,72,72,68,139,182,234,331,346,378,282,119,3713,1433,70,138,207,270,382,554,713,892,1089,1251,1375,2280,57,129,201,269,408,590,824,1155,1501,1879,2161,3713,1433,1363,1295,1226,1163,1051,879,720,541,344,182,58,2280,2223,2151,2079,2011,1872,1690,1456,1125,779,401,119,3713,1433,270,284,535,344,2280,269,321,911,779,3713,127,140,141,131,251,354,393,510,543,540,406,177,3713,127,267,408,539,790,1144,1537,2047,2590,3130,3536,3713,3586,3446,3305,3174,2923,2569,2176,1666,1123,583,177,3713,539,605,1446,1123,3713,127,140,141,131,73,32,48,98,171,183,176,217,244,266,267,124,152,130,171,239,205,201,177,3713,127,267,408,539,612,644,692,790,961,1144,1320,1537,1781,2047,2314,2438,2590,2720,2891,3130,3335,3536,3713,3586,3446,3305,3174,3101,3069,3021,2923,2752,2569,2393,2176,1932,1666,1399,1275,1123,993,822,583,378,177,1433,270,284,535,344,2280,269,321,911,779,195,1,7,9,8,6,2,0,3,9,5,3,13,16,13,15,9,8,6,8,17,16,11,10,195,1
1560,5024700,Census Tract 247,"Census Tract 247, Richmond County, New York",36085024700,140,0,36,85,19,,24700,2702,2702,14452.03,0.186963415,0.1869634,0.1869634,0,2702,1311,1391,2702,1311,110,87,89,58,169,164,187,196,148,56,37,10,1391,89,79,83,49,153,187,187,236,179,77,46,26,2702,1311,110,197,286,344,513,677,864,1060,1208,1264,1301,1391,89,168,251,300,453,640,827,1063,1242,1319,1365,2702,1311,1201,1114,1025,967,798,634,447,251,103,47,10,1391,1302,1223,1140,1091,938,751,564,328,149,72,26,2702,1311,344,333,531,103,1391,300,340,602,149,2702,199,166,172,107,322,351,374,432,327,133,83,36,2702,199,365,537,644,966,1317,1691,2123,2450,2583,2666,2702,2503,2337,2165,2058,1736,1385,1011,579,252,119,36,2702,644,673,1133,252,2702,199,166,172,107,92,38,36,156,182,169,183,191,232,200,169,78,80,34,34,65,45,38,36,2702,199,365,537,644,736,774,810,966,1148,1317,1500,1691,1923,2123,2292,2370,2450,2484,2518,2583,2628,2666,2702,2503,2337,2165,2058,1966,1928,1892,1736,1554,1385,1202,1011,779,579,410,332,252,218,184,119,74,36,1311,344,333,531,103,1391,300,340,602,149,1349,81,56,73,46,40,22,16,65,81,76,93,96,94,104,109,47,55,30,26,43,33,32,31,1349,81
1561,5025100,Census Tract 251,"Census Tract 251, Richmond County, New York",36085025100,140,0,36,85,19,,25100,5714,5714,12591.16,0.453810597,0.4538106,0.4538106,0,5714,2713,3001,5714,2713,155,177,174,116,205,356,381,425,356,217,115,36,3001,156,156,161,109,235,339,418,456,438,282,166,85,5714,2713,155,332,506,622,827,1183,1564,1989,2345,2562,2677,3001,156,312,473,582,817,1156,1574,2030,2468,2750,2916,5714,2713,2558,2381,2207,2091,1886,1530,1149,724,368,151,36,3001,2845,2689,2528,2419,2184,1845,1427,971,533,251,85,5714,2713,622,561,1162,368,3001,582,574,1312,533,5714,311,333,335,225,440,695,799,881,794,499,281,121,5714,311,644,979,1204,1644,2339,3138,4019,4813,5312,5593,5714,5403,5070,4735,4510,4070,3375,2576,1695,901,402,121,5714,1204,1135,2474,901,5714,311,333,335,225,114,65,64,197,342,353,371,428,446,435,386,170,238,116,185,198,155,126,121,5714,311,644,979,1204,1318,1383,1447,1644,1986,2339,2710,3138,3584,4019,4405,4575,4813,4929,5114,5312,5467,5593,5714,5403,5070,4735,4510,4396,4331,4267,4070,3728,3375,3004,2576,2130,1695,1309,1139,901,785,600,402,247,121,2713,622,561,1162,368,3001,582,574,1312,533,4961,239,286,284,197,99,58,57,164,282,298,300,364,399,388,341,157,217,103,165,179,147,121,116,4961,239
1562,5029102,Census Tract 291.02,"Census Tract 291.02, Richmond County, New York",36085029102,140,0,36,85,19,,29102,2953,2953,828.4777,3.564368638,4.193002,3.564369,0.6286338,2953,1480,1473,2953,1480,104,97,113,58,149,234,230,221,174,66,22,12,1473,102,104,86,70,115,214,245,227,176,71,48,15,2953,1480,104,201,314,372,521,755,985,1206,1380,1446,1468,1473,102,206,292,362,477,691,936,1163,1339,1410,1458,2953,1480,1376,1279,1166,1108,959,725,495,274,100,34,12,1473,1371,1267,1181,1111,996,782,537,310,134,63,15,2953,1480,372,383,625,100,1473,362,329,648,134,2953,206,201,199,128,264,448,475,448,350,137,70,27,2953,206,407,606,734,998,1446,1921,2369,2719,2856,2926,2953,2747,2546,2347,2219,1955,1507,1032,584,234,97,27,2953,734,712,1273,234,2953,206,201,199,128,89,30,41,104,219,229,259,216,230,218,214,62,74,39,49,49,31,39,27,2953,206,407,606,734,823,853,894,998,1217,1446,1705,1921,2151,2369,2583,2645,2719,2758,2807,2856,2887,2926,2953,2747,2546,2347,2219,2130,2100,2059,1955,1736,1507,1248,1032,802,584,370,308,234,195,146,97,66,27,1480,372,383,625,100,1473,362,329,648,134,2412,154,152,153,104,65,23,32,81,178,190,198,174,198,179,188,53,72,35,45,44,30,37,27,2412,154
1563,5029104,Census Tract 291.04,"Census Tract 291.04, Richmond County, New York",36085029104,140,0,36,85,19,,29104,6735,6735,11331.91,0.594339433,0.5943394,0.5943394,0,6735,3287,3448,6735,3287,217,193,238,154,322,459,458,462,447,222,78,37,3448,181,202,199,121,317,442,480,518,520,260,135,73,6735,3287,217,410,648,802,1124,1583,2041,2503,2950,3172,3250,3448,181,383,582,703,1020,1462,1942,2460,2980,3240,3375,6735,3287,3070,2877,2639,2485,2163,1704,1246,784,337,115,37,3448,3267,3065,2866,2745,2428,1986,1506,988,468,208,73,6735,3287,802,781,1367,337,3448,703,759,1518,468,6735,398,395,437,275,639,901,938,980,967,482,213,110,6735,398,793,1230,1505,2144,3045,3983,4963,5930,6412,6625,6735,6337,5942,5505,5230,4591,3690,2752,1772,805,323,110,6735,1505,1540,2885,805,6735,398,395,437,275,183,96,89,271,434,467,465,473,493,487,500,191,276,127,155,200,115,98,110,6735,398,793,1230,1505,1688,1784,1873,2144,2578,3045,3510,3983,4476,4963,5463,5654,5930,6057,6212,6412,6527,6625,6735,6337,5942,5505,5230,5047,4951,4862,4591,4157,3690,3225,2752,2259,1772,1272,1081,805,678,523,323,208,110,3287,802,781,1367,337,3448,703,759,1518,468,5066,270,276,304,184,139,64,69,205,312,330,351,349,356,376,405,169,229,105,131,154,106,80,102,5066,270
1564,4020500,Census Tract 205,"Census Tract 205, Queens County, New York",36081020500,140,0,36,81,21,,20500,1202,1202,5241.319,0.229331564,0.2293316,0.2293316,0,1202,630,572,1202,630,47,30,36,37,85,127,91,72,51,37,13,4,572,37,37,33,36,48,103,79,82,54,38,17,8,1202,630,47,77,113,150,235,362,453,525,576,613,626,572,37,74,107,143,191,294,373,455,509,547,564,1202,630,583,553,517,480,395,268,177,105,54,17,4,572,535,498,465,429,381,278,199,117,63,25,8,1202,630,150,212,214,54,572,143,151,215,63,1202,84,67,69,73,133,230,170,154,105,75,30,12,1202,84,151,220,293,426,656,826,980,1085,1160,1190,1202,1118,1051,982,909,776,546,376,222,117,42,12,1202,293,363,429,117,1202,84,67,69,73,38,23,16,56,105,125,90,80,83,71,66,18,21,15,33,27,16,14,12,1202,84,151,220,293,331,354,370,426,531,656,746,826,909,980,1046,1064,1085,1100,1133,1160,1176,1190,1202,1118,1051,982,909,871,848,832,776,671,546,456,376,293,222,156,138,117,102,69,42,26,12,630,150,212,214,54,572,143,151,215,63,533,35,23,25,28,18,10,7,22,43,46,25,32,43,35,33,9,14,9,26,19,12,9,10,533,35
1565,4022900,Census Tract 229,"Census Tract 229, Queens County, New York",36081022900,140,0,36,81,21,,22900,27,27,52.22311,0.517012434,0.5170124,0.5170124,0,27,12,15,27,12,1,2,0,1,2,2,2,2,0,0,0,0,15,1,1,1,1,1,4,4,1,0,1,0,0,27,12,1,3,3,4,6,8,10,12,12,12,12,15,1,2,3,4,5,9,13,14,14,15,15,27,12,11,9,9,8,6,4,2,0,0,0,0,15,14,13,12,11,10,6,2,1,1,0,0,27,12,4,4,4,0,15,4,5,5,1,27,2,3,1,2,3,6,6,3,0,1,0,0,27,2,5,6,8,11,17,23,26,26,27,27,27,25,22,21,19,16,10,4,1,1,0,0,27,8,9,9,1,27,2,3,1,2,1,1,0,1,3,3,4,2,1,2,0,0,0,0,1,0,0,0,0,27,2,5,6,8,9,10,10,11,14,17,21,23,24,26,26,26,26,26,27,27,27,27,27,25,22,21,19,18,17,17,16,13,10,6,4,3,1,1,1,1,1,0,0,0,0,12,4,4,4,0,15,4,5,5,1,12,0,1,1,2,1,0,0,0,0,2,1,2,0,1,0,0,0,0,1,0,0,0,0,12,0
1566,5030301,Census Tract 303.01,"Census Tract 303.01, Richmond County, New York",36085030301,140,0,36,85,19,,30301,4929,4929,17870.69,0.275814791,0.2758148,0.2758148,0,4929,2435,2494,4929,2435,174,185,161,119,275,330,331,367,286,141,50,16,2494,158,149,135,68,230,360,373,429,332,164,67,29,4929,2435,174,359,520,639,914,1244,1575,1942,2228,2369,2419,2494,158,307,442,510,740,1100,1473,1902,2234,2398,2465,4929,2435,2261,2076,1915,1796,1521,1191,860,493,207,66,16,2494,2336,2187,2052,1984,1754,1394,1021,592,260,96,29,4929,2435,639,605,984,207,2494,510,590,1134,260,4929,332,334,296,187,505,690,704,796,618,305,117,45,4929,332,666,962,1149,1654,2344,3048,3844,4462,4767,4884,4929,4597,4263,3967,3780,3275,2585,1881,1085,467,162,45,4929,1149,1195,2118,467,4929,332,334,296,187,141,77,64,223,334,356,359,345,374,422,321,117,180,89,106,110,74,43,45,4929,332,666,962,1149,1290,1367,1431,1654,1988,2344,2703,3048,3422,3844,4165,4282,4462,4551,4657,4767,4841,4884,4929,4597,4263,3967,3780,3639,3562,3498,3275,2941,2585,2226,1881,1507,1085,764,647,467,378,272,162,88,45,2435,639,605,984,207,2494,510,590,1134,260,2943,194,184,157,91,52,48,29,116,189,205,232,201,214,249,218,87,126,64,82,76,56,39,34,2943,194
1567,2006500,Census Tract 65,"Census Tract 65, Bronx County, New York",36005006500,140,0,36,5,21,,6500,5337,5337,52648.73,0.101369968,0.10137,0.10137,0,5337,2672,2665,5337,2672,258,210,207,131,353,456,376,311,216,100,42,12,2665,183,195,186,132,322,422,375,359,260,113,88,30,5337,2672,258,468,675,806,1159,1615,1991,2302,2518,2618,2660,2665,183,378,564,696,1018,1440,1815,2174,2434,2547,2635,5337,2672,2414,2204,1997,1866,1513,1057,681,370,154,54,12,2665,2482,2287,2101,1969,1647,1225,850,491,231,118,30,5337,2672,806,809,903,154,2665,696,744,994,231,5337,441,405,393,263,675,878,751,670,476,213,130,42,5337,441,846,1239,1502,2177,3055,3806,4476,4952,5165,5295,5337,4896,4491,4098,3835,3160,2282,1531,861,385,172,42,5337,1502,1553,1897,385,5337,441,405,393,263,205,92,82,296,460,418,390,361,356,314,248,93,135,61,64,88,83,47,42,5337,441,846,1239,1502,1707,1799,1881,2177,2637,3055,3445,3806,4162,4476,4724,4817,4952,5013,5077,5165,5248,5295,5337,4896,4491,4098,3835,3630,3538,3456,3160,2700,2282,1892,1531,1175,861,613,520,385,324,260,172,89,42,2672,806,809,903,154,2665,696,744,994,231,1174,78,75,75,54,43,25,14,65,109,87,73,69,63,73,60,34,42,24,19,32,26,17,17,1174,78
1568,5031902,Census Tract 319.02,"Census Tract 319.02, Richmond County, New York",36085031902,140,0,36,85,19,,31902,4848,4848,18183.44,0.266616293,0.3833257,0.2666163,0.1167094,4848,2292,2556,4848,2292,237,209,247,146,272,297,317,313,163,53,28,10,2556,244,201,227,108,289,417,373,341,204,81,50,21,4848,2292,237,446,693,839,1111,1408,1725,2038,2201,2254,2282,2556,244,445,672,780,1069,1486,1859,2200,2404,2485,2535,4848,2292,2055,1846,1599,1453,1181,884,567,254,91,38,10,2556,2312,2111,1884,1776,1487,1070,697,356,152,71,21,4848,2292,839,569,793,91,2556,780,706,918,152,4848,481,410,474,254,561,714,690,654,367,134,78,31,4848,481,891,1365,1619,2180,2894,3584,4238,4605,4739,4817,4848,4367,3957,3483,3229,2668,1954,1264,610,243,109,31,4848,1619,1275,1711,243,4848,481,410,474,254,167,102,82,210,399,315,320,370,343,311,222,60,85,35,41,58,46,32,31,4848,481,891,1365,1619,1786,1888,1970,2180,2579,2894,3214,3584,3927,4238,4460,4520,4605,4640,4681,4739,4785,4817,4848,4367,3957,3483,3229,3062,2960,2878,2668,2269,1954,1634,1264,921,610,388,328,243,208,167,109,63,31,2292,839,569,793,91,2556,780,706,918,152,997,80,67,68,33,35,17,17,39,90,68,64,54,95,78,60,11,27,14,12,21,15,18,14,997,80
1569,4095400,Census Tract 954,"Census Tract 954, Queens County, New York",36081095400,140,0,36,81,21,,95400,5368,5368,17225.49,0.311631174,0.5258248,0.3116312,0.2141937,5368,2538,2830,5368,2538,210,222,232,124,269,369,312,313,251,138,83,15,2830,196,202,202,125,295,416,402,385,283,164,101,59,5368,2538,210,432,664,788,1057,1426,1738,2051,2302,2440,2523,2830,196,398,600,725,1020,1436,1838,2223,2506,2670,2771,5368,2538,2328,2106,1874,1750,1481,1112,800,487,236,98,15,2830,2634,2432,2230,2105,1810,1394,992,607,324,160,59,5368,2538,788,638,876,236,2830,725,711,1070,324,5368,406,424,434,249,564,785,714,698,534,302,184,74,5368,406,830,1264,1513,2077,2862,3576,4274,4808,5110,5294,5368,4962,4538,4104,3855,3291,2506,1792,1094,560,258,74,5368,1513,1349,1946,560,5368,406,424,434,249,171,89,100,204,389,396,352,362,377,321,277,120,137,59,99,144,101,83,74,5368,406,830,1264,1513,1684,1773,1873,2077,2466,2862,3214,3576,3953,4274,4551,4671,4808,4867,4966,5110,5211,5294,5368,4962,4538,4104,3855,3684,3595,3495,3291,2902,2506,2154,1792,1415,1094,817,697,560,501,402,258,157,74,2538,788,638,876,236,2830,725,711,1070,324,975,62,57,40,20,23,8,9,33,65,58,76,60,59,63,64,23,37,14,33,49,34,38,50,975,62
1570,4096400,Census Tract 964,"Census Tract 964, Queens County, New York",36081096400,140,0,36,81,21,,96400,4441,4441,12817.52,0.346478825,0.5574732,0.3464788,0.2109944,4441,2156,2285,4441,2156,177,171,179,93,244,262,294,324,197,141,56,18,2285,162,159,146,104,238,328,374,297,210,139,97,31,4441,2156,177,348,527,620,864,1126,1420,1744,1941,2082,2138,2285,162,321,467,571,809,1137,1511,1808,2018,2157,2254,4441,2156,1979,1808,1629,1536,1292,1030,736,412,215,74,18,2285,2123,1964,1818,1714,1476,1148,774,477,267,128,31,4441,2156,620,506,815,215,2285,571,566,881,267,4441,339,330,325,197,482,590,668,621,407,280,153,49,4441,339,669,994,1191,1673,2263,2931,3552,3959,4239,4392,4441,4102,3772,3447,3250,2768,2178,1510,889,482,202,49,4441,1191,1072,1696,482,4441,339,330,325,197,131,69,79,203,306,284,297,371,339,282,230,71,106,61,100,119,83,70,49,4441,339,669,994,1191,1322,1391,1470,1673,1979,2263,2560,2931,3270,3552,3782,3853,3959,4020,4120,4239,4322,4392,4441,4102,3772,3447,3250,3119,3050,2971,2768,2462,2178,1881,1510,1171,889,659,588,482,421,321,202,119,49,2156,620,506,815,215,2285,571,566,881,267,560,26,31,22,15,8,7,7,19,32,28,28,30,30,33,43,12,24,13,29,44,27,30,22,560,26
1571,4097202,Census Tract 972.02,"Census Tract 972.02, Queens County, New York",36081097202,140,0,36,81,21,,97202,2795,2795,13878.27,0.201393983,0.6601899,0.201394,0.4587959,2795,1158,1637,2795,1158,160,155,145,81,141,131,128,117,64,27,8,1,1637,164,140,136,79,200,275,241,211,112,54,21,4,2795,1158,160,315,460,541,682,813,941,1058,1122,1149,1157,1637,164,304,440,519,719,994,1235,1446,1558,1612,1633,2795,1158,998,843,698,617,476,345,217,100,36,9,1,1637,1473,1333,1197,1118,918,643,402,191,79,25,4,2795,1158,541,272,309,36,1637,519,475,564,79,2795,324,295,281,160,341,406,369,328,176,81,29,5,2795,324,619,900,1060,1401,1807,2176,2504,2680,2761,2790,2795,2471,2176,1895,1735,1394,988,619,291,115,34,5,2795,1060,747,873,115,2795,324,295,281,160,109,56,54,122,203,203,187,182,175,153,82,47,47,17,21,43,17,12,5,2795,324,619,900,1060,1169,1225,1279,1401,1604,1807,1994,2176,2351,2504,2586,2633,2680,2697,2718,2761,2778,2790,2795,2471,2176,1895,1735,1626,1570,1516,1394,1191,988,801,619,444,291,209,162,115,98,77,34,17,5,1158,541,272,309,36,1637,519,475,564,79,140,11,14,9,5,4,2,3,5,9,14,12,9,9,5,8,4,7,1,4,3,1,1,0,140,11
1572,4097204,Census Tract 972.04,"Census Tract 972.04, Queens County, New York",36081097204,140,0,36,81,21,,97204,3544,3544,23426.06,0.151284485,0.1512845,0.1512845,0,3544,1569,1975,3544,1569,111,114,119,84,188,161,159,199,187,152,64,31,1975,119,108,96,69,180,256,262,258,243,199,107,78,3544,1569,111,225,344,428,616,777,936,1135,1322,1474,1538,1975,119,227,323,392,572,828,1090,1348,1591,1790,1897,3544,1569,1458,1344,1225,1141,953,792,633,434,247,95,31,1975,1856,1748,1652,1583,1403,1147,885,627,384,185,78,3544,1569,428,349,545,247,1975,392,436,763,384,3544,230,222,215,153,368,417,421,457,430,351,171,109,3544,230,452,667,820,1188,1605,2026,2483,2913,3264,3435,3544,3314,3092,2877,2724,2356,1939,1518,1061,631,280,109,3544,820,785,1308,631,3544,230,222,215,153,107,57,62,142,183,234,205,216,214,243,216,86,128,83,123,145,90,81,109,3544,230,452,667,820,927,984,1046,1188,1371,1605,1810,2026,2240,2483,2699,2785,2913,2996,3119,3264,3354,3435,3544,3314,3092,2877,2724,2617,2560,2498,2356,2173,1939,1734,1518,1304,1061,845,759,631,548,425,280,190,109,1569,428,349,545,247,1975,392,436,763,384,533,13,13,9,5,5,3,2,10,14,30,24,11,23,41,48,21,42,20,29,49,30,39,52,533,13
